Date,Group,Presenter,Person,Combination,Combination Version,Extension/Package of Term ID,Term ID,Feedback
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,site_type,"for aDNA it would be very interesting; it is not very clear where to put the information where the individual was buried – soil, tomb, cave?  Suggestion à We want to add in the ancient package another term to specify where the individuals was buried; especially to specify if the individual was in contact with soil or not (e.g. wooden/stone coffin etc.) "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,cultural_era,"The chronology is problematic if you have e.g., 14C data that spans over more than only one chronological timing. Also, the webpage given makes it difficult to select the right cultural era; cultural_era or sample_age should be mandatory; you need to put the option to put NA;"
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,sample_age ,BP is misleading; therefore use BCE and CE; if this is mandatory then sample_age_inference has to be mandatory as well 
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,dna_extraction_date ,"In the legend, it should be specified, that in case you give a specific date, it should be indicated the STARTING date of the DNA-Extraction "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,damage_treatment,why do you define enrichment as a damage treatment? 
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,experimental_procedures,"is it for DNA extraction, or Library method, or Capture? Should be separated in DNA_extraction_procedure; Library_preparation_procedure, Capture_procedure "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,mims,lib_type,"We suggest to change this term, since we find it misleading; the term lib_type should be used to indicate if single- or double-stranded libraries were generated; should be mandatory since for some tools you need to specify between single and double-stranded library preparation;  to define the general sequencing approach we suggest another term (see below sequencing_approach); "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,num_capture_reamp_cycles,"if we have more number of captures for one sample, you should be able to write subsequently all the numbers of cycles of each round (e.g., 20|15|10) "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,sample_alt_lab_ids,"Be more specific about which kind of data C14 IDs, isotopic IDs etc.  "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,original_sample_id,"Here it need to be indicated the ID of the individuals given by the permanent sample-hosting institution. So where the individual is stored e.g., collection, museum, etc.; make this mandatory;  "
3/8/2024,Eurac,Mohamed,Stefania/Christina/Alexandra,MIMSHostassociated+Ancient,v0.1.0,ancient,sample_name,Is already present in the mims  
