Date,Group,Presenter,Person,Combination,Combination Version,Extension/Package of Term ID,Term ID,Feedback
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,ancient,site_type,Only applicable to sediment cores?
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,ancient,cultural_era,I couldn’t find an applicable cultural period in chronontology
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,ancient,neg_cont_status,"TRUE/FALSE? YES/NO? Needs specific example (when I see boolean I think TRUE/FALSE, but that might differ)"
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,host-associated,host_age,"Can rarely be determined reliably, and if the information is provided, more information would be needed on how this was determined, i.e., osteological methods"
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,host-associated,host_body_product,Technically…
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,host-associated,host_body_site,Calculus technically comes from a tooth but the tooth itself is not sampled…
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,host-associated,host_dry_mass,"Dry mass of the host? E.g., the human that had the calculus? What about the weight of the sample?"
2024-05-06,SPAAMTisch,"James, Meriam",Bianca Bonucci,AncientHost-associatedMIMS,v0.1.0,host-associated,samp_store_dur,What about a question if there is residual material from the analysis (boolean – T/F)
2024-05-06,SPAAMTisch,"James, Meriam",James Fellows Yates,Host-associatedMIGSBacteria + Ancient,v0.1.0,host-associated,host_taxid,"Put example for host taxid in legend: Format ""123456"" or ""NCBI:txid123456"" is not yet specified in legend"
2024-05-06,SPAAMTisch,"James, Meriam",Maria Lopopolo,Host-associatedMIGSBacteria + Ancient,v0.1.0,ancient,storage_conditions,"storage metadata, split into two categories? Bone vs extract/library"
2024-05-06,SPAAMTisch,"James, Meriam","Marica Baldoni, Lena Granehäll",Host-associatedMIGSBacteria + Ancient,v0.1.0,mims,env_broad_scale,(and env_local_scale) important to give more guidances. What about a coffin or crypt? There is no soil around it! Useful because if there is soil: more contamination (Meriam: would site_type work? Not necessarily). Collection date vs recovery date → needs better description or be able to distinguish
2024-05-06,SPAAMTisch,"James, Meriam",Zoe Pochon,Host-associatedMIGSBacteria + Ancient,v0.1.0,ancient,sample_age,"sample age, why not compulsory?  Maybe a range at least? But Q: if clearly ancient (has damage patterns etc.)"
2024-05-06,SPAAMTisch,"James, Meriam",Zoe Pochon,Host-associatedMIGSBacteria + Ancient,v0.1.0,host-associated,host_taxid,"Host-tax ID why is that not mandatory?
Should be made more required → E?
Particularly for pathogens → add to the 
Need to be made clearer the structure of e.g. ENA sample → experiment → run → analysis"
2024-05-06,SPAAMTisch,"James, Meriam",Wengqin Yu,Host-associatedMIGSBacteria + Ancient,v0.1.0,host-associated,host_shape,"what is the host_shape (microbiome specific table → host_associated)?
Don’t have to fill it in
Very unclear! Same with host colour"
2024-05-06,SPAAMTisch,"James, Meriam",Wengqin Yu,Host-associatedMIGSBacteria + Ancient,v0.1.0,host-associated,host_color,"what is the host_shape (microbiome specific table → host_associated)?
Don’t have to fill it in
Very unclear! Same with host colour"
2024-05-06,SPAAMTisch,"James, Meriam",Maria Lopopolo,Host-associatedMIGSBacteria + Ancient,v0.1.0,mims,collection_date,"does that correspond to the archaeological excavation, or the drilling of the bones"
2024-05-06,SPAAMTisch,"James, Meriam",Lena Granehäll,Host-associatedMIGSBacteria + Ancient,v0.1.0,mims,lib_screen,"captures → lib_screen, should it be mandatory? Or at least saying capture yes or not"
2024-05-06,SPAAMTisch,"James, Meriam",Wengqin Yu,Host-associatedMIGSBacteria + Ancient,v0.1.0,host-associated,Host_body_site,"human remains, sampling the body parts → where is that indicated? Host_body_site? Env_local_scale also allows body type
Need to make this much clearer which goes where!"
2024-05-06,SPAAMTisch,"James, Meriam",Biancamaria Bonucci,Host-associatedMIGSBacteria + Ancient,v0.1.0,mims,env_broad_scale,"broad/local/medium scale → still very confusing  Material in which you did the sampling → sampling in aDNA would be lab? Would it be ‘air’? Sampling has specific meaning in ancient DNA (sort of more would be like burial environment)
What about samples left in a collection for a very long time? What if the original e.g. burial environment information is lost now?
"
